 Mortalidade - Brasil
Óbitos p/Residênc por Município e Ano do Óbito
Faixa Etária: 60 a 69 anos, 70 a 79 anos, 80 anos e mais
Período:1993-1995
"Município";"1993";"1994";"1995";"Total"
"430210 Bento Gonçalves";246;249;292;787
"430215 Boa Vista das Missões";10;7;2;19
"430220 Boa Vista do Buricá";33;33;45;111
"430230 Bom Jesus";66;41;63;170
"430235 Bom Princípio";32;36;34;102
"430237 Bom Progresso";5;14;17;36
"430240 Bom Retiro do Sul";44;55;59;158
"430245 Boqueirão do Leão";28;27;41;96
"430250 Bossoroca";29;30;30;89
"430260 Braga";18;16;17;51
"430265 Brochier";24;32;35;91
"430270 Butiá";93;78;72;243
"430280 Caçapava do Sul";255;173;206;634
"430290 Cacequi";90;85;85;260
"430300 Cachoeira do Sul";419;509;475;1403
"430310 Cachoeirinha";374;367;382;1123
"430320 Cacique Doble";15;16;19;50
"430330 Caibaté";39;23;29;91
"430340 Caiçara";19;21;20;60
"430350 Camaquã";265;289;234;788
"430355 Camargo";14;9;11;34
"430360 Cambará do Sul";19;16;16;51
"430367 Campestre da Serra";17;13;8;38
"430370 Campina das Missões";41;28;39;108
"430380 Campinas do Sul";34;36;26;96
"430390 Campo Bom";135;124;147;406
"430400 Campo Novo";25;35;24;84
"430410 Campos Borges";22;12;20;54
"430420 Candelária";162;155;146;463
"430430 Cândido Godói";46;27;35;108
"430435 Candiota";10;8;6;24
"430440 Canela";91;95;127;313
"430450 Canguçu";285;245;251;781
"430460 Canoas";957;980;1052;2989
"430463 Capão da Canoa";56;67;59;182
"430466 Capão do Leão";87;80;80;247
"430468 Capela de Santana";32;25;26;83
"430469 Capitão";5;7;12;24
"430470 Carazinho";197;227;262;686
"430480 Carlos Barbosa";57;57;72;186
"430485 Carlos Gomes";10;9;8;27
"430490 Casca";27;36;45;108
"430495 Caseiros";8;7;11;26
"430500 Catuípe";51;43;46;140
"430510 Caxias do Sul";962;940;1007;2909
"430511 Centenário";10;13;7;30
"430513 Cerro Branco";29;39;40;108
"430515 Cerro Grande";12;9;8;29
"430517 Cerro Grande do Sul";49;36;35;120
"430520 Cerro Largo";56;52;57;165
"430530 Chapada";48;43;45;136
"430535 Charqueadas";78;77;89;244
"430537 Charrua";13;14;9;36
"430540 Chiapetta";15;14;23;52
"430545 Cidreira";28;27;31;86
"430550 Ciríaco";23;28;22;73
"430558 Colinas";28;14;18;60
"430560 Colorado";30;13;30;73
"430570 Condor";29;37;28;94
"430580 Constantina";41;51;51;143
"430585 Coqueiros do Sul";11;6;15;32
"430587 Coronel Barros";8;6;18;32
"430590 Coronel Bicaco";36;36;26;98
"430595 Cotiporã";21;22;24;67
"430597 Coxilha";6;9;8;23
"430600 Crissiumal";87;82;91;260
"430605 Cristal";26;27;32;85
"430610 Cruz Alta";309;352;336;997
"430620 Cruzeiro do Sul";53;48;67;168
"430630 David Canabarro";15;18;18;51
"430632 Derrubadas";15;23;15;53
"430635 Dezesseis de Novembro";20;11;11;42
"430640 Dois Irmãos";50;48;54;152
"430642 Dois Irmãos das Missões";10;4;5;19
"430645 Dois Lajeados";18;16;8;42
"430650 Dom Feliciano";60;65;64;189
"430660 Dom Pedrito";191;208;211;610
"430670 Dona Francisca";15;17;22;54
"430673 Doutor Maurício Cardoso";30;40;33;103
"430676 Eldorado do Sul";51;48;52;151
"430680 Encantado";73;58;82;213
"430690 Encruzilhada do Sul";131;150;118;399
"430692 Engenho Velho";7;9;5;21
"430695 Entre Rios do Sul";18;12;13;43
"430693 Entre-Ijuís";43;30;39;112
"430697 Erebango";8;10;15;33
"430700 Erechim";290;272;309;871
"430705 Ernestina";11;17;12;40
"430720 Erval Grande";24;10;19;53
"430730 Erval Seco";37;34;43;114
"430740 Esmeralda";36;30;18;84
"430750 Espumoso";65;55;65;185
"430755 Estação";27;30;20;77
"430760 Estância Velha";73;85;78;236
"430770 Esteio";268;291;276;835
"430780 Estrela";114;81;113;308
"430783 Eugênio de Castro";11;10;11;32
"430786 Fagundes Varela";17;11;17;45
"430790 Farroupilha";125;137;138;400
"430800 Faxinal do Soturno";32;23;29;84
"430805 Faxinalzinho";10;4;12;26
"430810 Feliz";40;42;55;137
"430820 Flores da Cunha";62;59;64;185
"430830 Fontoura Xavier";34;52;45;131
"430840 Formigueiro";36;38;36;110
"430845 Fortaleza dos Valos";9;15;16;40
"430850 Frederico Westphalen";69;70;81;220
"430860 Garibaldi";126;94;108;328
"430865 Garruchos";5;5;2;12
"430870 Gaurama";23;32;29;84
"430880 General Câmara";56;60;50;166
"430885 Gentil";6;5;7;18
"430890 Getúlio Vargas";76;88;75;239
"430900 Giruá";117;135;111;363
"430905 Glorinha";21;11;17;49
"430910 Gramado";70;98;97;265
"430912 Gramado dos Loureiros";6;6;7;19
"430915 Gramado Xavier";10;4;12;26
"430920 Gravataí";499;499;564;1562
"430925 Guabiju";6;9;11;26
"430930 Guaíba";279;252;274;805
"430940 Guaporé";79;85;82;246
"430950 Guarani das Missões";55;60;62;177
"430955 Harmonia";13;16;7;36
"430710 Herval";42;35;49;126
"430960 Horizontina";80;71;76;227
"430965 Hulha Negra";18;19;20;57
"430970 Humaitá";22;30;24;76
"430975 Ibarama";18;13;25;56
"430980 Ibiaçá";16;20;19;55
"430990 Ibiraiaras";23;17;27;67
"430995 Ibirapuitã";22;27;23;72
"431000 Ibirubá";83;74;81;238
"431010 Igrejinha";68;72;63;203
"431020 Ijuí";308;300;320;928
"431030 Ilópolis";17;16;20;53
"431033 Imbé";15;13;25;53
"431036 Imigrante";24;33;27;84
"431040 Independência";26;32;32;90
"431041 Inhacorá";7;7;10;24
"431043 Ipê";24;35;27;86
"431046 Ipiranga do Sul";7;7;11;25
"431050 Iraí";48;37;51;136
"431055 Itacurubi";6;9;10;25
"431057 Itapuca";17;9;6;32
"431060 Itaqui";155;154;180;489
"431070 Itatiba do Sul";19;16;19;54
"431075 Ivorá";6;8;13;27
"431080 Ivoti";36;54;46;136
"431085 Jaboticaba";19;16;20;55
"431090 Jacutinga";18;17;17;52
"431100 Jaguarão";150;160;167;477
"431110 Jaguari";66;67;68;201
"431112 Jaquirana";13;17;21;51
"431115 Jóia";30;26;17;73
"431120 Júlio de Castilhos";94;88;84;266
"431127 Lagoa dos Três Cantos";13;11;13;37
"431130 Lagoa Vermelha";117;119;118;354
"431125 Lagoão";21;21;20;62
"431140 Lajeado";247;218;247;712
"431142 Lajeado do Bugre";8;2;13;23
"431150 Lavras do Sul";62;53;57;172
"431160 Liberato Salzano";23;19;22;64
"431162 Lindolfo Collor";8;11;9;28
"431164 Linha Nova";11;8;7;26
"431170 Machadinho";36;34;33;103
"431175 Manoel Viana";17;13;27;57
"431177 Maquiné";45;43;33;121
"431179 Maratá";13;8;17;38
"431180 Marau";75;86;93;254
"431190 Marcelino Ramos";42;33;34;109
"431198 Mariana Pimentel";7;11;11;29
"431200 Mariano Moro";4;5;9;18
"431210 Mata";40;23;29;92
"431213 Mato Castelhano";12;7;11;30
"431215 Mato Leitão";12;13;10;35
"431220 Maximiliano de Almeida";24;22;23;69
"431225 Minas do Leão";21;19;17;57
"431230 Miraguaí";26;32;19;77
"431235 Montauri";4;7;4;15
"431238 Monte Belo do Sul";14;10;15;39
"431240 Montenegro";227;211;230;668
"431242 Mormaço";7;10;5;22
"431244 Morrinhos do Sul";7;13;6;26
"431245 Morro Redondo";48;31;35;114
"431247 Morro Reuter";32;10;20;62
"431250 Mostardas";45;37;41;123
"431260 Muçum";48;33;48;129
"431262 Muliterno";5;4;5;14
"431265 Não-Me-Toque";57;58;62;177
"431267 Nicolau Vergueiro";10;5;9;24
"431270 Nonoai";48;42;47;137
"431275 Nova Alvorada";1;13;7;21
"431280 Nova Araçá";12;12;12;36
"431290 Nova Bassano";21;24;40;85
"431295 Nova Boa Vista";14;11;13;38
"431300 Nova Bréscia";18;26;35;79
"431303 Nova Esperança do Sul";14;15;14;43
"431306 Nova Hartz";26;23;26;75
"431308 Nova Pádua";8;8;5;21
"431310 Nova Palma";36;22;28;86
"431320 Nova Petrópolis";76;78;89;243
"431330 Nova Prata";64;68;69;201
"431335 Nova Roma do Sul";13;20;10;43
"431337 Nova Santa Rita";31;41;24;96
"431349 Novo Barreiro";21;19;10;50
"431340 Novo Hamburgo";654;602;595;1851
"431342 Novo Machado";18;26;18;62
"431344 Novo Tiradentes";5;7;9;21
"431350 Osório";120;144;147;411
"431360 Paim Filho";23;18;23;64
"431365 Palmares do Sul";48;47;50;145
"431370 Palmeira das Missões";181;138;154;473
"431380 Palmitinho";24;24;31;79
"431390 Panambi";104;110;128;342
"431395 Pantano Grande";48;43;44;135
"431400 Paraí";21;24;20;65
"431402 Paraíso do Sul";48;35;33;116
"431403 Pareci Novo";13;11;10;34
"431405 Parobé";67;56;70;193
"431407 Passo do Sobrado";27;28;30;85
"431410 Passo Fundo";583;616;602;1801
"431415 Paverama";32;34;51;117
"431420 Pedro Osório";85;88;91;264
"431430 Pejuçara";18;15;19;52
"431440 Pelotas";1558;1526;1747;4831
"431442 Picada Café";13;24;19;56
"431445 Pinhal";7;2;10;19
"431447 Pinhal Grande";11;8;13;32
"431449 Pinheirinho do Vale";11;16;17;44
"431450 Pinheiro Machado";92;89;80;261
"431455 Pirapó";10;12;14;36
"431460 Piratini";110;96;110;316
"431470 Planalto";44;41;41;126
"431475 Poço das Antas";10;20;21;51
"431477 Pontão";5;12;7;24
"431478 Ponte Preta";9;9;11;29
"431480 Portão";64;69;85;218
"431490 Porto Alegre";5798;5770;5690;17258
"431500 Porto Lucena";44;31;53;128
"431505 Porto Mauá";8;11;13;32
"431507 Porto Vera Cruz";15;13;12;40
"431510 Porto Xavier";63;45;53;161
"431513 Pouso Novo";14;11;9;34
"431514 Presidente Lucena";12;7;7;26
"431515 Progresso";18;36;26;80
"431517 Protásio Alves";8;4;5;17
"431520 Putinga";35;24;18;77
"431530 Quaraí";130;112;125;367
"431532 Quevedos";7;6;10;23
"431535 Quinze de Novembro";15;21;22;58
"431540 Redentora";24;25;29;78
"431545 Relvado";11;12;22;45
"431550 Restinga Seca";85;81;85;251
"431555 Rio dos Índios";25;19;17;61
"431560 Rio Grande";930;874;925;2729
"431570 Rio Pardo";197;193;214;604
"431575 Riozinho";18;9;16;43
"431580 Roca Sales";53;59;66;178
"431590 Rodeio Bonito";30;22;19;71
"431600 Rolante";79;61;69;209
"431610 Ronda Alta";36;43;28;107
"431620 Rondinha";24;21;25;70
"431630 Roque Gonzales";37;45;40;122
"431640 Rosário do Sul";226;195;198;619
"431642 Sagrada Família";15;8;8;31
"431643 Saldanha Marinho";17;15;13;45
"431645 Salto do Jacuí";34;30;43;107
"431647 Salvador das Missões";5;14;7;26
"431650 Salvador do Sul";27;37;30;94
"431660 Sananduva";51;55;45;151
"431710 Sant'Ana do Livramento";399;402;407;1208
"431670 Santa Bárbara do Sul";29;41;23;93
"431675 Santa Clara do Sul";26;21;35;82
"431680 Santa Cruz do Sul";449;458;481;1388
"431690 Santa Maria";944;938;878;2760
"431695 Santa Maria do Herval";28;29;25;82
"431720 Santa Rosa";239;212;240;691
"431725 Santa Tereza";9;7;9;25
"431730 Santa Vitória do Palmar";148;123;138;409
"431700 Santana da Boa Vista";36;51;40;127
"431740 Santiago";233;244;237;714
"431750 Santo Ângelo";335;309;300;944
"431760 Santo Antônio da Patrulha";195;184;195;574
"431770 Santo Antônio das Missões";45;56;55;156
"431755 Santo Antônio do Palma";8;9;9;26
"431775 Santo Antônio do Planalto";7;8;6;21
"431780 Santo Augusto";53;54;47;154
"431790 Santo Cristo";65;60;57;182
"431795 Santo Expedito do Sul";10;14;8;32
"431800 São Borja";259;278;262;799
"431805 São Domingos do Sul";14;13;8;35
"431810 São Francisco de Assis";111;95;118;324
"431820 São Francisco de Paula";102;101;79;282
"431830 São Gabriel";297;319;302;918
"431840 São Jerônimo";86;96;94;276
"431842 São João da Urtiga";15;19;16;50
"431843 São João do Polêsine";21;11;15;47
"431844 São Jorge";14;14;7;35
"431845 São José das Missões";15;9;11;35
"431846 São José do Herval";7;9;8;24
"431848 São José do Hortêncio";19;14;11;44
"431849 São José do Inhacorá";20;8;19;47
"431850 São José do Norte";99;90;74;263
"431860 São José do Ouro";29;28;32;89
"431862 São José dos Ausentes";5;9;6;20
"431870 São Leopoldo";583;577;569;1729
"431880 São Lourenço do Sul";245;221;241;707
"431890 São Luiz Gonzaga";208;178;161;547
"431900 São Marcos";64;51;51;166
"431910 São Martinho";37;27;23;87
"431912 São Martinho da Serra";9;6;17;32
"431915 São Miguel das Missões";17;18;22;57
"431920 São Nicolau";32;35;32;99
"431930 São Paulo das Missões";38;27;42;107
"431935 São Pedro da Serra";6;9;5;20
"431937 São Pedro do Butiá";9;12;4;25
"431940 São Pedro do Sul";114;93;111;318
"431950 São Sebastião do Caí";79;94;94;267
"431960 São Sepé";121;110;135;366
"431970 São Valentim";26;41;36;103
"431971 São Valentim do Sul";10;17;4;31
"431973 São Valério do Sul";6;7;11;24
"431975 São Vendelino";6;9;5;20
"431980 São Vicente do Sul";48;38;41;127
"431990 Sapiranga";174;149;189;512
"432000 Sapucaia do Sul";319;320;304;943
"432010 Sarandi";77;51;74;202
"432020 Seberi";47;50;61;158
"432023 Sede Nova";28;15;23;66
"432026 Segredo";36;20;21;77
"432030 Selbach";29;17;18;64
"432035 Sentinela do Sul";17;14;18;49
"432040 Serafina Corrêa";30;46;44;120
"432045 Sério";7;18;12;37
"432050 Sertão";40;39;33;112
"432055 Sertão Santana";12;20;23;55
"432060 Severiano de Almeida";18;11;19;48
"432065 Silveira Martins";12;15;17;44
"432067 Sinimbu";70;65;73;208
"432070 Sobradinho";73;67;90;230
"432080 Soledade";123;124;126;373
"432090 Tapejara";60;71;57;188
"432100 Tapera";35;39;39;113
"432110 Tapes";70;64;71;205
"432120 Taquara";193;199;173;565
"432130 Taquari";111;145;124;380
"432132 Taquaruçu do Sul";16;10;9;35
"432135 Tavares";13;20;20;53
"432140 Tenente Portela";63;57;63;183
"432143 Terra de Areia";44;51;55;150
"432145 Teutônia";95;91;109;295
"432147 Tiradentes do Sul";45;28;32;105
"432150 Torres";132;125;146;403
"432160 Tramandaí";76;67;78;221
"432162 Travesseiro";16;21;16;53
"432163 Três Arroios";13;14;13;40
"432166 Três Cachoeiras";31;27;33;91
"432170 Três Coroas";64;57;65;186
"432180 Três de Maio";115;76;93;284
"432183 Três Forquilhas";18;15;12;45
"432185 Três Palmeiras";16;16;18;50
"432190 Três Passos";151;127;125;403
"432195 Trindade do Sul";28;15;25;68
"432200 Triunfo";85;84;86;255
"432210 Tucunduva";33;21;30;84
"432215 Tunas";20;16;13;49
"432218 Tupanci do Sul";6;6;4;16
"432220 Tupanciretã";127;107;109;343
"432225 Tupandi";9;12;18;39
"432230 Tuparendi";40;46;43;129
"432235 União da Serra";5;11;7;23
"432240 Uruguaiana";491;469;516;1476
"432250 Vacaria";257;236;260;753
"432253 Vale do Sol";55;54;47;156
"432254 Vale Real";18;10;12;40
"432255 Vanini";8;5;9;22
"432260 Venâncio Aires";257;257;290;804
"432270 Vera Cruz";103;88;75;266
"432280 Veranópolis";78;76;74;228
"432290 Viadutos";22;24;20;66
"432300 Viamão";615;631;659;1905
"432310 Vicente Dutra";37;20;11;68
"432320 Victor Graeff";16;20;25;61
"432330 Vila Flores";3;1;7;11
"432340 Vila Maria";14;19;19;52
"432345 Vila Nova do Sul";12;10;17;39
"432350 Vista Alegre";20;15;5;40
"432360 Vista Alegre do Prata";5;7;9;21
"432370 Vista Gaúcha";9;10;15;34
"432375 Vitória das Missões";18;12;14;44
"432380 Xangri-lá";3;15;14;32
"430000 Município ignorado - RS";58;-;4;62
"500020 Água Clara";7;6;5;18
"500025 Alcinópolis";1;3;4;8
"500060 Amambai";58;68;51;177
"500070 Anastácio";48;62;43;153
"500080 Anaurilândia";13;19;10;42
"500085 Angélica";17;21;25;63
"500090 Antônio João";7;19;18;44
"500100 Aparecida do Taboado";63;57;51;171
"500110 Aquidauana";142;156;148;446
"500124 Aral Moreira";10;18;10;38
"500150 Bandeirantes";10;12;10;32
"500190 Bataguassu";28;27;30;85
"500200 Batayporã";15;26;30;71
"500210 Bela Vista";64;51;58;173
"500215 Bodoquena";5;12;13;30
"500220 Bonito";36;30;34;100
"500230 Brasilândia";16;19;17;52
"500240 Caarapó";34;46;64;144
"500260 Camapuã";42;36;23;101
"500270 Campo Grande";1370;1480;1624;4474
"500280 Caracol";3;6;4;13
"500290 Cassilândia";24;57;63;144
"500295 Chapadão do Sul";3;3;3;9
"500310 Corguinho";3;3;3;9
"500315 Coronel Sapucaia";9;13;25;47
"500320 Corumbá";238;277;294;809
"500325 Costa Rica";16;18;18;52
"500330 Coxim";58;67;58;183
"500345 Deodápolis";41;42;45;128
"500348 Dois Irmãos do Buriti";13;20;20;53
"500350 Douradina";10;5;17;32
"500370 Dourados";367;373;419;1159
"500375 Eldorado";39;29;19;87
"500380 Fátima do Sul";69;58;71;198
"500400 Glória de Dourados";35;38;34;107
"500410 Guia Lopes da Laguna";29;33;32;94
"500430 Iguatemi";7;20;25;52
"500440 Inocência";6;16;11;33
"500450 Itaporã";4;45;36;85
"500460 Itaquiraí";15;26;13;54
"500470 Ivinhema";66;77;65;208
"500480 Japorã";4;6;9;19
"500490 Jaraguari";2;5;1;8
"500500 Jardim";49;58;51;158
"500510 Jateí";8;14;11;33
"500515 Juti";8;13;13;34
"500520 Ladário";28;34;27;89
"500525 Laguna Carapã";3;5;5;13
"500540 Maracaju";41;38;54;133
"500560 Miranda";35;48;53;136
"500568 Mundo Novo";44;44;49;137
"500570 Naviraí";83;88;74;245
"500580 Nioaque";18;10;22;50
"500600 Nova Alvorada do Sul";5;8;11;24
"500620 Nova Andradina";73;70;61;204
"500625 Novo Horizonte do Sul";5;3;10;18
"500630 Paranaíba";122;133;118;373
"500635 Paranhos";8;7;11;26
"500640 Pedro Gomes";14;14;9;37
"500660 Ponta Porã";131;123;121;375
"500690 Porto Murtinho";26;26;33;85
"500710 Ribas do Rio Pardo";23;24;16;63
"500720 Rio Brilhante";38;34;27;99
"500730 Rio Negro";11;16;17;44
"500740 Rio Verde de Mato Grosso";36;36;35;107
"500750 Rochedo";-;9;3;12
"500755 Santa Rita do Pardo";9;12;11;32
"500769 São Gabriel do Oeste";8;13;22;43
"500780 Selvíria";20;13;17;50
"500770 Sete Quedas";34;40;38;112
"500790 Sidrolândia";31;40;42;113
"500793 Sonora";5;9;7;21
"500795 Tacuru";10;11;8;29
"500797 Taquarussu";7;6;12;25
"500800 Terenos";16;28;20;64
"500830 Três Lagoas";235;238;258;731
"500840 Vicentina";15;20;19;54
"500000 Município ignorado - MS";7;10;15;32
"510010 Acorizal";11;12;8;31
"510020 Água Boa";9;6;11;26
"510025 Alta Floresta";66;67;92;225
"510030 Alto Araguaia";27;27;27;81
"510040 Alto Garças";28;20;21;69
"510050 Alto Paraguai";23;27;15;65
"510060 Alto Taquari";2;2;2;6
"510080 Apiacás";3;6;1;10
"510100 Araguaiana";4;4;7;15
"510120 Araguainha";5;1;1;7
"510125 Araputanga";24;18;8;50
"510130 Arenápolis";22;28;24;74
"510140 Aripuanã";8;6;7;21
"510160 Barão de Melgaço";11;4;20;35
"510170 Barra do Bugres";22;21;18;61
"510180 Barra do Garças";106;105;89;300
"510190 Brasnorte";4;1;2;7
"510250 Cáceres";145;173;158;476
"510260 Campinápolis";10;5;1;16
"510263 Campo Novo do Parecis";-;6;7;13
"510267 Campo Verde";9;9;10;28
"510269 Canabrava do Norte";-;-;4;4
"510270 Canarana";9;12;17;38
"510285 Castanheira";2;6;8;16
"510300 Chapada dos Guimarães";6;5;14;25
"510305 Cláudia";-;3;-;3
"510310 Cocalinho";1;1;3;5
"510320 Colíder";60;53;43;156
"510330 Comodoro";2;1;13;16
"510335 Confresa";-;-;2;2
"510340 Cuiabá";830;903;1096;2829
"510345 Denise";3;2;7;12
"510350 Diamantino";21;21;29;71
"510360 Dom Aquino";31;17;1;49
"510380 Figueirópolis D'Oeste";6;5;7;18
"510390 General Carneiro";2;1;2;5
"510395 Glória D'Oeste";-;-;9;9
"510410 Guarantã do Norte";23;14;24;61
"510420 Guiratinga";58;46;45;149
"510450 Indiavaí";1;1;-;2
"510455 Itaúba";4;4;9;17
"510460 Itiquira";10;2;3;15
"510480 Jaciara";28;41;30;99
"510490 Jangada";4;-;3;7
"510500 Jauru";26;24;21;71
"510510 Juara";36;44;45;125
"510515 Juína";32;51;52;135
"510517 Juruena";1;2;2;5
"510520 Juscimeira";17;20;20;57
"510523 Lambari D'Oeste";6;3;5;14
"510525 Lucas do Rio Verde";10;4;9;23
"510530 Luciara";1;-;1;2
"510558 Marcelândia";5;15;6;26
"510560 Matupá";6;4;9;19
"510562 Mirassol d'Oeste";37;55;44;136
"510590 Nobres";28;20;29;77
"510600 Nortelândia";21;20;20;61
"510610 Nossa Senhora do Livramento";17;9;13;39
"510615 Nova Bandeirantes";-;3;3;6
"510620 Nova Brasilândia";4;2;1;7
"510621 Nova Canaã do Norte";13;14;13;40
"510880 Nova Guarita";2;1;-;3
"510885 Nova Marilândia";-;3;-;3
"510895 Nova Monte Verde";-;1;-;1
"510622 Nova Mutum";2;5;6;13
"510623 Nova Olímpia";13;11;17;41
"510625 Nova Xavantina";29;28;30;87
"510627 Novo Horizonte do Norte";8;8;6;22
"510628 Novo São Joaquim";3;6;4;13
"510629 Paranaíta";10;5;6;21
"510630 Paranatinga";20;21;25;66
"510637 Pedra Preta";22;17;20;59
"510642 Peixoto de Azevedo";27;18;23;68
"510650 Poconé";63;65;70;198
"510665 Pontal do Araguaia";5;5;3;13
"510670 Ponte Branca";3;1;1;5
"510675 Pontes e Lacerda";63;50;53;166
"510677 Porto Alegre do Norte";3;3;10;16
"510680 Porto dos Gaúchos";11;12;8;31
"510682 Porto Esperidião";-;3;5;8
"510685 Porto Estrela";3;3;1;7
"510700 Poxoréo";52;42;62;156
"510704 Primavera do Leste";14;8;20;42
"510706 Querência";-;1;1;2
"510715 Reserva do Cabaçal";7;-;4;11
"510718 Ribeirão Cascalheira";6;5;1;12
"510719 Ribeirãozinho";1;-;-;1
"510720 Rio Branco";17;12;10;39
"510760 Rondonópolis";277;263;226;766
"510770 Rosário Oeste";47;29;39;115
"510775 Salto do Céu";8;3;6;17
"510724 Santa Carmem";-;3;2;5
"510777 Santa Terezinha";8;3;3;14
"510726 Santo Afonso";4;6;2;12
"510780 Santo Antônio do Leverger";21;19;20;60
"510785 São Félix do Araguaia";5;5;4;14
"510729 São José do Povo";-;2;2;4
"510730 São José do Rio Claro";22;17;20;59
"510735 São José do Xingu";1;-;1;2
"510710 São José dos Quatro Marcos";23;41;45;109
"510740 São Pedro da Cipa";4;5;6;15
"510790 Sinop";37;27;49;113
"510792 Sorriso";18;25;21;64
"510794 Tabaporã";1;1;6;8
"510795 Tangará da Serra";46;78;93;217
"510800 Tapurah";1;1;-;2
"510805 Terra Nova do Norte";4;1;1;6
"510810 Tesouro";2;5;5;12
"510820 Torixoréu";11;12;5;28
"510840 Várzea Grande";245;187;277;709
"510850 Vera";11;7;6;24
"510550 Vila Bela da Santíssima Trindade";7;7;5;19
"510860 Vila Rica";8;5;5;18
"510000 Município ignorado - MT";3;12;5;20
"520010 Abadiânia";30;19;20;69
"520013 Acreúna";21;33;18;72
"520015 Adelândia";2;5;1;8
"520017 Água Fria de Goiás";-;3;6;9
"520020 Água Limpa";2;6;3;11
"520030 Alexânia";35;32;51;118
"520050 Aloândia";10;11;10;31
"520055 Alto Horizonte";-;-;4;4
"520060 Alto Paraíso de Goiás";6;8;7;21
"520080 Alvorada do Norte";7;8;6;21
"520085 Americano do Brasil";7;13;14;34
"520090 Amorinópolis";11;13;22;46
"520110 Anápolis";692;680;697;2069
"520120 Anhanguera";3;4;2;9
"520130 Anicuns";47;43;44;134
"520140 Aparecida de Goiânia";258;331;435;1024
"520150 Aporé";6;8;5;19
"520160 Araçu";11;10;8;29
"520170 Aragarças";47;55;47;149
"520180 Aragoiânia";9;12;8;29
"520215 Araguapaz";11;12;7;30
"520235 Arenópolis";8;5;6;19
"520250 Aruanã";2;4;4;10
"520260 Aurilândia";16;17;17;50
"520280 Avelinópolis";2;9;4;15
"520310 Baliza";3;8;3;14
"520320 Barro Alto";21;19;17;57
"520330 Bela Vista de Goiás";62;52;49;163
"520340 Bom Jardim de Goiás";16;16;24;56
"520350 Bom Jesus de Goiás";29;19;28;76
"520355 Bonfinópolis";10;16;8;34
"520360 Brazabrantes";9;6;4;19
"520380 Britânia";17;9;17;43
"520390 Buriti Alegre";36;46;39;121
"520393 Buriti de Goiás";-;-;4;4
"520396 Buritinópolis";-;-;3;3
"520400 Cabeceiras";14;11;16;41
"520410 Cachoeira Alta";26;19;16;61
"520420 Cachoeira de Goiás";1;9;5;15
"520425 Cachoeira Dourada";15;22;12;49
"520430 Caçu";33;32;32;97
"520440 Caiapônia";34;52;30;116
"520450 Caldas Novas";51;57;48;156
"520455 Caldazinha";1;-;3;4
"520460 Campestre de Goiás";3;13;2;18
"520465 Campinaçu";6;6;7;19
"520470 Campinorte";14;23;31;68
"520480 Campo Alegre de Goiás";8;15;8;31
"520490 Campos Belos";26;37;35;98
"520495 Campos Verdes";6;8;4;18
"520500 Carmo do Rio Verde";35;24;21;80
"520505 Castelândia";-;2;3;5
"520510 Catalão";142;164;159;465
"520520 Caturaí";10;13;16;39
"520530 Cavalcante";11;8;4;23
"520540 Ceres";71;98;101;270
"520545 Cezarina";1;16;15;32
"520549 Cidade Ocidental";6;-;14;20
"520551 Cocalzinho de Goiás";13;8;8;29
"520552 Colinas do Sul";6;-;4;10
"520570 Córrego do Ouro";3;5;6;14
"520580 Corumbá de Goiás";45;44;22;111
"520590 Corumbaíba";15;16;17;48
"520620 Cristalina";59;51;59;169
"520630 Cristianópolis";5;4;7;16
"520640 Crixás";25;35;32;92
"520650 Cromínia";8;11;15;34
"520660 Cumari";10;9;13;32
"520670 Damianópolis";10;4;14;28
"520680 Damolândia";11;3;-;14
"520690 Davinópolis";5;10;7;22
"520710 Diorama";6;6;6;18
"520830 Divinópolis de Goiás";2;9;12;23
"520725 Doverlândia";16;12;16;44
"520735 Edealina";6;11;3;20
"520740 Edéia";22;22;25;69
"520750 Estrela do Norte";14;17;17;48
"520753 Faina";14;11;2;27
"520760 Fazenda Nova";16;19;10;45
"520780 Firminópolis";34;42;30;106
"520790 Flores de Goiás";1;7;6;14
"520800 Formosa";144;115;143;402
"520810 Formoso";15;15;8;38
"520840 Goianápolis";32;12;18;62
"520850 Goiandira";24;20;20;64
"520860 Goianésia";122;136;137;395
"520870 Goiânia";2339;2464;3048;7851
"520880 Goianira";28;38;24;90
"520890 Goiás";101;97;68;266
"520910 Goiatuba";90;108;85;283
"520915 Gouvelândia";-;3;6;9
"520920 Guapó";29;45;33;107
"520929 Guaraíta";1;5;2;8
"520940 Guarani de Goiás";10;15;6;31
"520945 Guarinos";3;3;2;8
"520960 Heitoraí";6;2;11;19
"520970 Hidrolândia";23;21;23;67
"520980 Hidrolina";17;13;17;47
"520990 Iaciara";11;10;12;33
"520993 Inaciolândia";1;1;4;6
"520995 Indiara";21;10;17;48
"521000 Inhumas";111;127;118;356
"521010 Ipameri";65;68;89;222
"521020 Iporá";99;122;98;319
"521030 Israelândia";12;11;11;34
"521040 Itaberaí";77;76;71;224
"521056 Itaguari";14;11;18;43
"521060 Itaguaru";15;17;14;46
"521080 Itajá";12;17;19;48
"521090 Itapaci";36;23;40;99
"521100 Itapirapuã";20;36;37;93
"521120 Itapuranga";85;66;8;159
"521130 Itarumã";9;6;8;23
"521140 Itauçu";29;42;30;101
"521150 Itumbiara";268;267;222;757
"521160 Ivolândia";6;5;10;21
