 Mortalidade - Brasil
Óbitos p/Residênc por Município e Ano do Óbito
Faixa Etária: 60 a 69 anos, 70 a 79 anos, 80 anos e mais
Período:1993-1995
"Município";"1993";"1994";"1995";"Total"
"230270 Campos Sales";69;77;52;198
"230280 Canindé";191;156;181;528
"230290 Capistrano";6;10;17;33
"230300 Caridade";12;10;10;32
"230310 Cariré";18;23;16;57
"230320 Caririaçu";7;49;58;114
"230330 Cariús";43;24;15;82
"230340 Carnaubal";46;39;38;123
"230350 Cascavel";128;145;132;405
"230360 Catarina";21;18;26;65
"230365 Catunda";2;3;2;7
"230370 Caucaia";221;218;220;659
"230380 Cedro";92;120;71;283
"230390 Chaval";35;26;32;93
"230393 Choró";19;31;15;65
"230395 Chorozinho";23;42;27;92
"230400 Coreaú";46;46;64;156
"230410 Crateús";84;84;88;256
"230420 Crato";229;172;146;547
"230423 Croatá";31;24;49;104
"230425 Cruz";11;38;13;62
"230426 Deputado Irapuan Pinheiro";11;37;15;63
"230427 Ererê";18;17;10;45
"230428 Eusébio";30;34;24;88
"230430 Farias Brito";58;27;16;101
"230435 Forquilha";19;35;34;88
"230440 Fortaleza";4892;4987;5165;15044
"230445 Fortim";28;28;38;94
"230450 Frecheirinha";7;33;17;57
"230460 General Sampaio";10;6;5;21
"230465 Graça";34;18;15;67
"230470 Granja";15;24;14;53
"230480 Granjeiro";8;2;4;14
"230490 Groaíras";13;22;24;59
"230495 Guaiúba";10;9;6;25
"230500 Guaraciaba do Norte";75;100;85;260
"230510 Guaramiranga";28;26;13;67
"230520 Hidrolândia";37;14;8;59
"230523 Horizonte";47;48;49;144
"230526 Ibaretama";8;14;8;30
"230530 Ibiapina";43;70;47;160
"230533 Ibicuitinga";19;25;21;65
"230535 Icapuí";48;43;20;111
"230540 Icó";134;128;110;372
"230550 Iguatu";150;191;173;514
"230560 Independência";78;81;67;226
"230565 Ipaporanga";23;47;22;92
"230570 Ipaumirim";25;30;28;83
"230580 Ipu";92;118;100;310
"230590 Ipueiras";60;82;75;217
"230600 Iracema";75;48;46;169
"230610 Irauçuba";5;40;38;83
"230620 Itaiçaba";18;13;26;57
"230625 Itaitinga";30;17;26;73
"230630 Itapagé";93;94;51;238
"230640 Itapipoca";199;240;188;627
"230650 Itapiúna";32;23;25;80
"230655 Itarema";106;51;34;191
"230660 Itatira";27;45;25;97
"230670 Jaguaretama";55;71;53;179
"230680 Jaguaribara";19;28;22;69
"230690 Jaguaribe";117;103;72;292
"230700 Jaguaruana";67;90;80;237
"230710 Jardim";61;41;58;160
"230720 Jati";4;6;6;16
"230725 Jijoca de Jericoacoara";1;3;3;7
"230730 Juazeiro do Norte";628;559;471;1658
"230740 Jucás";64;33;14;111
