 Mortalidade - Brasil
Óbitos p/Residênc por Município e Ano do Óbito
Faixa Etária: 15 a 19 anos, 20 a 29 anos, 30 a 39 anos, 40 a 49 anos, 50 a 59 anos
Período:1993-1995
"Município";"1993";"1994";"1995";"Total"
"431870 São Leopoldo";442;435;453;1330
"431880 São Lourenço do Sul";70;79;80;229
"431890 São Luiz Gonzaga";80;69;99;248
"431900 São Marcos";26;41;32;99
"431910 São Martinho";12;11;8;31
"431912 São Martinho da Serra";4;2;3;9
"431915 São Miguel das Missões";4;12;11;27
"431920 São Nicolau";11;9;13;33
"431930 São Paulo das Missões";6;10;11;27
"431935 São Pedro da Serra";1;4;3;8
"431937 São Pedro do Butiá";2;7;1;10
"431940 São Pedro do Sul";42;30;49;121
"431950 São Sebastião do Caí";58;44;50;152
"431960 São Sepé";47;44;46;137
"431970 São Valentim";12;11;5;28
"431971 São Valentim do Sul";1;3;5;9
"431973 São Valério do Sul";1;4;2;7
"431975 São Vendelino";2;3;8;13
"431980 São Vicente do Sul";29;20;21;70
"431990 Sapiranga";131;142;147;420
"432000 Sapucaia do Sul";266;244;248;758
"432010 Sarandi";25;26;28;79
"432020 Seberi";23;30;16;69
"432023 Sede Nova";6;4;4;14
"432026 Segredo";12;9;10;31
"432030 Selbach";8;8;7;23
"432035 Sentinela do Sul";13;6;5;24
"432040 Serafina Corrêa";13;11;20;44
"432045 Sério";7;8;7;22
"432050 Sertão";13;20;17;50
"432055 Sertão Santana";8;6;10;24
"432060 Severiano de Almeida";10;8;10;28
"432065 Silveira Martins";3;4;2;9
"432067 Sinimbu";28;20;27;75
"432070 Sobradinho";32;42;37;111
"432080 Soledade";75;84;61;220
"432090 Tapejara";18;29;32;79
"432100 Tapera";20;19;28;67
"432110 Tapes";37;39;29;105
"432120 Taquara";125;106;109;340
"432130 Taquari";50;73;62;185
"432132 Taquaruçu do Sul";4;5;5;14
"432135 Tavares";7;4;5;16
"432140 Tenente Portela";28;30;26;84
"432143 Terra de Areia";19;13;21;53
"432145 Teutônia";39;31;37;107
"432147 Tiradentes do Sul";19;7;21;47
"432150 Torres";69;89;76;234
"432160 Tramandaí";55;57;59;171
"432162 Travesseiro";1;3;1;5
"432163 Três Arroios";6;4;2;12
"432166 Três Cachoeiras";13;16;15;44
"432170 Três Coroas";35;26;28;89
"432180 Três de Maio";41;34;34;109
"432183 Três Forquilhas";5;2;7;14
"432185 Três Palmeiras";4;3;12;19
"432190 Três Passos";57;52;63;172
"432195 Trindade do Sul";14;9;8;31
"432200 Triunfo";38;46;51;135
"432210 Tucunduva";6;5;7;18
"432215 Tunas";4;4;6;14
"432218 Tupanci do Sul";2;6;2;10
"432220 Tupanciretã";54;50;47;151
"432225 Tupandi";2;7;-;9
"432230 Tuparendi";16;23;23;62
"432235 União da Serra";1;5;4;10
"432240 Uruguaiana";326;323;305;954
"432250 Vacaria";141;139;144;424
"432253 Vale do Sol";14;19;23;56
"432254 Vale Real";4;2;12;18
"432255 Vanini";3;4;2;9
"432260 Venâncio Aires";106;104;126;336
"432270 Vera Cruz";39;32;25;96
"432280 Veranópolis";28;33;29;90
"432290 Viadutos";14;8;6;28
"432300 Viamão";490;463;473;1426
"432310 Vicente Dutra";8;12;12;32
"432320 Victor Graeff";3;4;2;9
"432330 Vila Flores";2;3;4;9
"432340 Vila Maria";6;5;6;17
"432345 Vila Nova do Sul";7;7;5;19
"432350 Vista Alegre";6;2;8;16
"432360 Vista Alegre do Prata";2;1;3;6
"432370 Vista Gaúcha";4;2;5;11
"432375 Vitória das Missões";5;8;2;15
"432380 Xangri-lá";11;14;11;36
"430000 Município ignorado - RS";29;-;5;34
"500020 Água Clara";16;14;15;45
"500025 Alcinópolis";5;6;2;13
"500060 Amambai";56;41;43;140
"500070 Anastácio";35;52;31;118
"500080 Anaurilândia";17;12;7;36
"500085 Angélica";11;18;14;43
"500090 Antônio João";19;7;15;41
"500100 Aparecida do Taboado";40;51;33;124
"500110 Aquidauana";79;102;105;286
"500124 Aral Moreira";8;11;10;29
"500150 Bandeirantes";5;18;7;30
"500190 Bataguassu";32;27;24;83
"500200 Batayporã";15;13;15;43
"500210 Bela Vista";28;21;42;91
"500215 Bodoquena";12;10;12;34
"500220 Bonito";34;31;21;86
"500230 Brasilândia";29;17;19;65
"500240 Caarapó";49;33;47;129
"500260 Camapuã";27;45;28;100
"500270 Campo Grande";1176;1248;1338;3762
"500280 Caracol";5;6;2;13
"500290 Cassilândia";21;33;31;85
"500295 Chapadão do Sul";10;9;9;28
"500310 Corguinho";5;1;2;8
"500315 Coronel Sapucaia";24;33;35;92
"500320 Corumbá";158;263;242;663
"500325 Costa Rica";17;28;19;64
"500330 Coxim";72;47;55;174
"500345 Deodápolis";22;24;28;74
"500348 Dois Irmãos do Buriti";16;12;14;42
"500350 Douradina";7;4;13;24
"500370 Dourados";279;273;354;906
"500375 Eldorado";36;20;17;73
"500380 Fátima do Sul";32;35;46;113
"500400 Glória de Dourados";10;17;12;39
"500410 Guia Lopes da Laguna";17;14;12;43
"500430 Iguatemi";20;25;15;60
"500440 Inocência";12;13;14;39
"500450 Itaporã";6;16;17;39
"500460 Itaquiraí";23;27;22;72
"500470 Ivinhema";45;47;55;147
"500480 Japorã";3;2;5;10
"500490 Jaraguari";6;3;4;13
"500500 Jardim";43;36;43;122
"500510 Jateí";19;8;6;33
"500515 Juti";11;10;17;38
"500520 Ladário";20;19;23;62
"500525 Laguna Carapã";6;4;5;15
"500540 Maracaju";44;45;39;128
"500560 Miranda";38;38;45;121
"500568 Mundo Novo";46;35;43;124
"500570 Naviraí";62;59;83;204
"500580 Nioaque";22;22;16;60
"500600 Nova Alvorada do Sul";10;13;12;35
"500620 Nova Andradina";62;66;57;185
"500625 Novo Horizonte do Sul";7;11;11;29
"500630 Paranaíba";80;94;91;265
"500635 Paranhos";20;16;19;55
"500640 Pedro Gomes";9;9;2;20
"500660 Ponta Porã";113;136;127;376
"500690 Porto Murtinho";25;23;25;73
"500710 Ribas do Rio Pardo";32;40;42;114
"500720 Rio Brilhante";42;38;46;126
"500730 Rio Negro";9;9;11;29
"500740 Rio Verde de Mato Grosso";35;22;44;101
"500750 Rochedo";4;9;4;17
"500755 Santa Rita do Pardo";16;13;14;43
"500769 São Gabriel do Oeste";19;24;22;65
"500780 Selvíria";15;19;13;47
"500770 Sete Quedas";43;25;37;105
"500790 Sidrolândia";35;33;26;94
"500793 Sonora";8;15;28;51
"500795 Tacuru";15;17;12;44
"500797 Taquarussu";3;11;3;17
"500800 Terenos";11;13;8;32
"500830 Três Lagoas";196;182;185;563
"500840 Vicentina";7;16;8;31
"500000 Município ignorado - MS";11;31;37;79
"510010 Acorizal";2;5;3;10
"510020 Água Boa";10;15;26;51
"510025 Alta Floresta";88;108;95;291
"510030 Alto Araguaia";22;17;15;54
"510035 Alto Boa Vista";1;2;3;6
"510040 Alto Garças";14;18;14;46
"510050 Alto Paraguai";14;26;8;48
"510060 Alto Taquari";-;1;2;3
"510080 Apiacás";24;26;19;69
"510100 Araguaiana";4;2;7;13
"510120 Araguainha";2;2;1;5
"510125 Araputanga";15;15;14;44
"510130 Arenápolis";17;22;25;64
"510140 Aripuanã";17;14;22;53
"510160 Barão de Melgaço";3;4;9;16
"510170 Barra do Bugres";29;25;35;89
"510180 Barra do Garças";86;78;70;234
"510190 Brasnorte";11;5;9;25
"510250 Cáceres";111;134;132;377
"510260 Campinápolis";13;14;2;29
"510263 Campo Novo do Parecis";15;15;24;54
"510267 Campo Verde";7;17;19;43
"510269 Canabrava do Norte";-;2;1;3
"510270 Canarana";17;18;22;57
"510285 Castanheira";6;9;13;28
"510300 Chapada dos Guimarães";9;7;8;24
"510305 Cláudia";7;10;9;26
"510310 Cocalinho";-;3;6;9
"510320 Colíder";65;46;35;146
"510330 Comodoro";4;11;25;40
"510335 Confresa";2;1;9;12
"510337 Cotriguaçu";5;3;5;13
"510340 Cuiabá";821;974;1197;2992
"510345 Denise";6;4;16;26
"510350 Diamantino";30;23;30;83
"510360 Dom Aquino";24;13;2;39
"510380 Figueirópolis D'Oeste";8;3;8;19
"510390 General Carneiro";3;2;1;6
"510395 Glória D'Oeste";5;-;9;14
"510410 Guarantã do Norte";40;30;39;109
"510420 Guiratinga";25;26;23;74
"510450 Indiavaí";3;4;1;8
"510455 Itaúba";8;9;10;27
"510460 Itiquira";22;7;4;33
"510480 Jaciara";43;38;39;120
"510490 Jangada";3;4;4;11
"510500 Jauru";14;12;18;44
"510510 Juara";46;52;46;144
"510515 Juína";96;65;69;230
"510517 Juruena";4;5;3;12
"510520 Juscimeira";13;15;12;40
"510523 Lambari D'Oeste";4;4;2;10
"510525 Lucas do Rio Verde";8;16;8;32
"510530 Luciara";-;1;-;1
"510558 Marcelândia";18;25;29;72
"510560 Matupá";30;30;22;82
"510562 Mirassol d'Oeste";36;34;47;117
"510590 Nobres";26;17;13;56
"510600 Nortelândia";20;11;5;36
"510610 Nossa Senhora do Livramento";11;7;8;26
"510615 Nova Bandeirantes";5;4;9;18
"510620 Nova Brasilândia";2;1;-;3
"510621 Nova Canaã do Norte";22;16;13;51
"510880 Nova Guarita";2;2;6;10
"510885 Nova Marilândia";-;2;1;3
"510890 Nova Maringá";-;4;7;11
"510895 Nova Monte Verde";4;1;2;7
"510622 Nova Mutum";11;16;8;35
"510623 Nova Olímpia";11;18;25;54
"510625 Nova Xavantina";33;24;35;92
"510627 Novo Horizonte do Norte";4;1;3;8
"510628 Novo São Joaquim";9;8;5;22
"510629 Paranaíta";16;22;20;58
"510630 Paranatinga";36;30;26;92
"510637 Pedra Preta";15;23;17;55
"510642 Peixoto de Azevedo";86;55;45;186
"510650 Poconé";47;39;60;146
"510665 Pontal do Araguaia";5;3;2;10
"510670 Ponte Branca";1;2;1;4
"510675 Pontes e Lacerda";98;102;108;308
"510677 Porto Alegre do Norte";9;6;4;19
"510680 Porto dos Gaúchos";9;13;7;29
"510682 Porto Esperidião";5;9;13;27
"510685 Porto Estrela";2;-;-;2
"510700 Poxoréo";32;33;34;99
"510704 Primavera do Leste";16;38;36;90
"510706 Querência";-;5;8;13
"510715 Reserva do Cabaçal";6;-;1;7
"510718 Ribeirão Cascalheira";6;3;6;15
"510719 Ribeirãozinho";2;1;-;3
"510720 Rio Branco";11;12;10;33
"510760 Rondonópolis";263;241;227;731
"510770 Rosário Oeste";13;28;21;62
"510775 Salto do Céu";7;5;6;18
"510724 Santa Carmem";2;15;6;23
"510777 Santa Terezinha";7;1;1;9
"510726 Santo Afonso";2;5;5;12
"510780 Santo Antônio do Leverger";11;16;24;51
"510785 São Félix do Araguaia";1;6;8;15
"510729 São José do Povo";1;3;3;7
"510730 São José do Rio Claro";19;23;23;65
"510735 São José do Xingu";3;2;-;5
"510710 São José dos Quatro Marcos";31;29;42;102
"510740 São Pedro da Cipa";4;8;7;19
"510790 Sinop";59;84;80;223
"510792 Sorriso";26;53;38;117
"510794 Tabaporã";4;3;8;15
"510795 Tangará da Serra";61;84;77;222
"510800 Tapurah";13;11;12;36
"510805 Terra Nova do Norte";15;7;3;25
"510810 Tesouro";3;2;9;14
"510820 Torixoréu";8;9;5;22
"510840 Várzea Grande";280;231;342;853
"510850 Vera";11;15;26;52
"510550 Vila Bela da Santíssima Trindade";10;20;9;39
"510860 Vila Rica";16;7;21;44
"510000 Município ignorado - MT";2;35;11;48
"520010 Abadiânia";13;24;26;63
"520013 Acreúna";21;25;27;73
"520015 Adelândia";3;1;4;8
"520017 Água Fria de Goiás";9;6;7;22
"520030 Alexânia";28;35;25;88
"520050 Aloândia";4;3;1;8
"520055 Alto Horizonte";-;-;3;3
"520060 Alto Paraíso de Goiás";1;10;8;19
"520080 Alvorada do Norte";15;8;7;30
"520085 Americano do Brasil";3;4;11;18
"520090 Amorinópolis";6;3;10;19
"520110 Anápolis";633;592;573;1798
"520120 Anhanguera";3;3;5;11
"520130 Anicuns";37;37;32;106
"520140 Aparecida de Goiânia";327;434;516;1277
"520150 Aporé";7;10;2;19
"520160 Araçu";8;7;7;22
"520170 Aragarças";33;31;22;86
"520180 Aragoiânia";9;10;8;27
"520215 Araguapaz";20;16;18;54
"520235 Arenópolis";6;5;6;17
"520250 Aruanã";6;6;6;18
"520260 Aurilândia";6;10;5;21
"520280 Avelinópolis";-;4;5;9
"520310 Baliza";3;2;3;8
"520320 Barro Alto";13;24;11;48
"520330 Bela Vista de Goiás";25;28;37;90
"520340 Bom Jardim de Goiás";14;14;22;50
"520350 Bom Jesus de Goiás";21;30;22;73
"520355 Bonfinópolis";8;10;7;25
"520360 Brazabrantes";7;6;6;19
"520380 Britânia";11;11;7;29
"520390 Buriti Alegre";24;17;17;58
"520393 Buriti de Goiás";-;-;3;3
"520396 Buritinópolis";-;-;6;6
"520400 Cabeceiras";10;16;15;41
"520410 Cachoeira Alta";12;10;13;35
"520420 Cachoeira de Goiás";3;3;1;7
"520425 Cachoeira Dourada";11;12;12;35
"520430 Caçu";20;25;25;70
"520440 Caiapônia";26;22;25;73
"520450 Caldas Novas";51;54;49;154
"520455 Caldazinha";1;-;-;1
"520460 Campestre de Goiás";4;7;2;13
"520465 Campinaçu";4;2;9;15
"520470 Campinorte";17;12;15;44
"520480 Campo Alegre de Goiás";9;8;6;23
"520490 Campos Belos";22;18;13;53
"520495 Campos Verdes";9;22;8;39
"520500 Carmo do Rio Verde";21;21;22;64
"520505 Castelândia";1;3;3;7
"520510 Catalão";137;113;115;365
"520520 Caturaí";5;14;10;29
"520530 Cavalcante";8;9;9;26
"520540 Ceres";45;36;58;139
"520545 Cezarina";6;13;16;35
"520549 Cidade Ocidental";4;3;18;25
"520551 Cocalzinho de Goiás";10;5;9;24
"520552 Colinas do Sul";9;-;7;16
"520570 Córrego do Ouro";3;6;5;14
"520580 Corumbá de Goiás";38;31;21;90
"520590 Corumbaíba";9;16;7;32
"520620 Cristalina";68;66;59;193
"520630 Cristianópolis";5;5;3;13
"520640 Crixás";37;38;24;99
"520650 Cromínia";6;8;7;21
"520660 Cumari";6;6;4;16
"520670 Damianópolis";4;1;4;9
"520680 Damolândia";8;1;1;10
"520690 Davinópolis";4;2;4;10
"520710 Diorama";2;5;3;10
"520830 Divinópolis de Goiás";11;4;5;20
"520725 Doverlândia";13;19;19;51
"520735 Edealina";10;5;9;24
"520740 Edéia";8;20;22;50
"520750 Estrela do Norte";6;6;7;19
"520753 Faina";7;8;2;17
"520760 Fazenda Nova";8;9;15;32
"520780 Firminópolis";13;17;27;57
"520790 Flores de Goiás";15;3;7;25
"520800 Formosa";114;153;144;411
"520810 Formoso";11;15;11;37
"520840 Goianápolis";15;18;16;49
"520850 Goiandira";9;11;11;31
"520860 Goianésia";102;95;100;297
"520870 Goiânia";2091;2261;2575;6927
"520880 Goianira";26;25;39;90
"520890 Goiás";75;57;57;189
"520910 Goiatuba";67;76;75;218
"520915 Gouvelândia";3;1;5;9
"520920 Guapó";23;15;28;66
"520929 Guaraíta";-;2;1;3
"520940 Guarani de Goiás";6;9;5;20
"520945 Guarinos";6;3;1;10
"520960 Heitoraí";5;3;3;11
"520970 Hidrolândia";14;16;17;47
"520980 Hidrolina";14;15;6;35
"520990 Iaciara";18;14;17;49
"520993 Inaciolândia";-;-;2;2
"520995 Indiara";13;18;14;45
"521000 Inhumas";78;97;95;270
"521010 Ipameri";50;41;45;136
"521020 Iporá";48;56;60;164
"521030 Israelândia";8;11;8;27
"521040 Itaberaí";49;70;43;162
"521056 Itaguari";8;13;11;32
"521060 Itaguaru";9;19;10;38
"521080 Itajá";10;13;17;40
"521090 Itapaci";20;19;23;62
"521100 Itapirapuã";28;17;28;73
"521120 Itapuranga";61;33;1;95
"521130 Itarumã";3;12;5;20
"521140 Itauçu";13;14;22;49
"521150 Itumbiara";178;191;219;588
"521160 Ivolândia";3;2;6;11
"521170 Jandaia";10;12;11;33
"521180 Jaraguá";43;51;60;154
"521190 Jataí";122;129;136;387
"521200 Jaupaci";5;4;6;15
"521205 Jesúpolis";-;-;1;1
"521210 Joviânia";10;12;12;34
"521220 Jussara";43;39;45;127
"521230 Leopoldo de Bulhões";14;17;16;47
"521250 Luziânia";364;458;470;1292
"521260 Mairipotaba";3;2;3;8
"521270 Mambaí";8;7;9;24
"521280 Mara Rosa";19;24;27;70
"521290 Marzagão";3;4;3;10
"521295 Matrinchã";5;3;5;13
"521300 Maurilândia";18;9;11;38
"521305 Mimoso de Goiás";3;6;2;11
"521308 Minaçu";49;61;55;165
"521310 Mineiros";48;79;57;184
"521340 Moiporá";1;-;2;3
"521350 Monte Alegre de Goiás";11;4;7;22
"521370 Montes Claros de Goiás";13;6;12;31
"521375 Montividiu";10;2;6;18
"521380 Morrinhos";57;78;58;193
"521385 Morro Agudo de Goiás";-;2;1;3
"521390 Mossâmedes";8;8;13;29
"521400 Mozarlândia";33;30;20;83
"521405 Mundo Novo";2;2;3;7
"521410 Mutunópolis";8;4;6;18
"521440 Nazário";5;11;16;32
"521450 Nerópolis";31;38;36;105
"521460 Niquelândia";68;61;41;170
"521470 Nova América";4;3;6;13
"521480 Nova Aurora";3;6;4;13
"521483 Nova Crixás";18;16;10;44
"521486 Nova Glória";20;9;11;40
"521487 Nova Iguaçu de Goiás";3;-;1;4
"521490 Nova Roma";3;10;5;18
"521500 Nova Veneza";12;16;14;42
"521520 Novo Brasil";5;10;12;27
"521525 Novo Planalto";7;2;5;14
"521530 Orizona";24;24;19;67
"521540 Ouro Verde de Goiás";8;2;9;19
"521550 Ouvidor";3;6;4;13
"521560 Padre Bernardo";41;33;48;122
"521565 Palestina de Goiás";4;-;6;10
"521570 Palmeiras de Goiás";18;35;31;84
"521580 Palmelo";5;4;4;13
"521590 Palminópolis";2;1;1;4
"521600 Panamá";6;5;6;17
"521630 Paranaiguara";10;19;12;41
"521640 Paraúna";26;22;18;66
"521680 Petrolina de Goiás";28;24;21;73
"521690 Pilar de Goiás";9;6;3;18
"521710 Piracanjuba";49;35;62;146
"521720 Piranhas";25;20;22;67
"521730 Pirenópolis";50;59;16;125
"521740 Pires do Rio";56;54;57;167
"521760 Planaltina";102;116;106;324
"521770 Pontalina";32;28;24;84
"521800 Porangatu";81;74;80;235
"521810 Portelândia";4;11;6;21
"521830 Posse";35;45;29;109
"521839 Professor Jamil";-;-;3;3
"521850 Quirinópolis";77;86;76;239
"521860 Rialma";26;21;18;65
"521870 Rianápolis";9;10;4;23
"521878 Rio Quente";2;1;4;7
"521880 Rio Verde";212;252;229;693
"521890 Rubiataba";32;35;40;107
"521900 Sanclerlândia";5;1;3;9
"521910 Santa Bárbara de Goiás";9;12;12;33
"521920 Santa Cruz de Goiás";-;4;2;6
"521925 Santa Fé de Goiás";5;6;10;21
"521930 Santa Helena de Goiás";72;51;70;193
"521935 Santa Isabel";6;6;5;17
"521940 Santa Rita do Araguaia";3;1;5;9
"521950 Santa Rosa de Goiás";9;14;11;34
"521960 Santa Tereza de Goiás";11;12;10;33
"521970 Santa Terezinha de Goiás";26;27;11;64
"521971 Santo Antônio da Barra";3;6;1;10
"521973 Santo Antônio de Goiás";1;-;3;4
"521975 Santo Antônio do Descoberto";81;91;99;271
"521980 São Domingos";10;11;10;31
"521990 São Francisco de Goiás";17;13;8;38
"522000 São João d'Aliança";8;14;9;31
"522005 São João da Paraúna";4;2;2;8
"522010 São Luís de Montes Belos";57;52;46;155
"522015 São Luíz do Norte";6;4;2;12
"522020 São Miguel do Araguaia";34;37;38;109
"522026 São Miguel do Passa Quatro";2;4;10;16
"522040 São Simão";25;24;35;84
"522045 Senador Canedo";32;67;90;189
"522050 Serranópolis";8;14;11;33
"522060 Silvânia";26;57;37;120
"522068 Simolândia";2;5;4;11
"522070 Sítio d'Abadia";2;2;1;5
"522100 Taquaral de Goiás";7;8;12;27
"522108 Teresina de Goiás";2;2;3;7
"522119 Terezópolis de Goiás";3;3;4;10
"522130 Três Ranchos";2;4;4;10
"522140 Trindade";128;152;144;424
"522145 Trombas";3;2;2;7
"522150 Turvânia";8;10;7;25
"522155 Turvelândia";6;4;4;14
"522157 Uirapuru";-;-;1;1
"522160 Uruaçu";67;70;57;194
"522170 Uruana";27;28;39;94
"522180 Urutaí";1;6;6;13
"522190 Varjão";7;3;1;11
"522200 Vianópolis";17;13;26;56
"522205 Vicentinópolis";8;9;13;30
"522220 Vila Boa";2;-;3;5
"520000 Município ignorado - GO";10;21;54;85
"530010 Brasília";3506;3682;3730;10918
"Total";300382;307765;315283;923430
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
